Image,price,emi,a,size,b,c,society,d,location,possession,total_sqft,price_per_sqft,,description,image,e,agent,Title,cta,cta8
,2.05 Cr,EMI starts at 1.02 Lacs,,2 BHK,,,Meridian Mystic,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1225 sq.ft,16.73 K/sq.ft,,"2 BHK Apartment for sale in Nerul, Navi Mumbai with modern-day amenities. The Apartment is in Nerul which is a promising investment destination in Navi Mumbai. This might be your chance to grab the best 2 BHK property for sale in Nerul. The property is on floor 12 and the total number of floors is 17. This 2 BHK Apartment is available at a reasonable price of Rs 2.05 Cr. It is a very spacious property, spread over 750 Square feet. The built-up area is 1225 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nea...",,,Swapnil Tambe,Housing Prime Agent,View Phone,Contact
,1.85 Cr,EMI starts at 91.85 K,,2 BHK,,,"Individual chs,Sector 6, Nerul,Navi Mumbai",,,Build Up Area,1150 sq.ft,16.09 K/sq.ft,,One of the best residential society on plam beach Road. Prime location of nerul w. ,,,Durgesh Sharma,Housing Prime Agent,View Phone,Contact
https://is1-2.housingcdn.com/01c16c28/292d7afa79d3c36817930dc7d74fc852/v0/medium/2_bhk_apartment-for-sale-nerul-Navi+Mumbai-hall.jpg.webp,1.83 Cr,EMI starts at 91.02 K,,2 BHK,,,"sector 21 nerul,Sector 21, Nerul,Navi Mumbai",,,Build Up Area,1305 sq.ft,14.05 K/sq.ft,,2 bhk converted into 4 bhk ,https://is1-3.housingcdn.com/fb15c03b/5a275107e5f7c2c79f82441977321f19/v0/thumb.jpg.webp,,Mohan Arora,Housing Prime Agent,View Phone,Contact
https://is1-3.housingcdn.com/01c16c28/feede3aceda43cea7d1fa62d808ac8ec/v0/medium/3_bhk_apartment-for-sale-nerul-Navi+Mumbai-others.jpg.webp,3.34 Cr,EMI starts at 1.66 Lacs,,3 BHK,,,L And T Seawoods Residences Phase 3,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1165 sq.ft,28.67 K/sq.ft,,"Welcome To Seawoods Grand Central
Another exceptional from L & T Realty, L & T Realty Seawoods Residences, expanded across 10 acres in Seawoods Navi Mumbai, is an another reach of L & T group. The estate is erected in a prime location where most of the landmark infrastructures are developing around. Their splendid 2Bhk homes are developing rapidly for its possession in June 2024 which will be a great opportunity for you to choose home with world-class transportation connectivity.

It’s open space includes amenities such as, a vast area of kids play, jogging track, clubhouse, and garden for fin...",,,Zoltan Properties,Housing Prime Agent,View Phone,Contact
,3.0 Cr,EMI starts at 1.49 Lacs,,3 BHK,,,L And T Seawoods Residences Phase 3,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1500 sq.ft,20.00 K/sq.ft,,"Another exceptional from L & T Realty, L & T Realty Seawoods Residences, expanded across 10 acres in Seawoods Navi Mumbai, is an another reach of L & T group. This project is situated in a prime location where most of the landmark infrastructures are developing around. Their splendid 3Bhk homes are developing rapidly for its possession in June 2024 which will be a great opportunity for you to choose home with world-class transportation connectivity.",,,Yes Property,Housing Prime Agent,View Phone,Contact
,1.85 Cr,EMI starts at 91.85 K,,2 BHK,,,L And T Seawoods Residences North Towers,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1200 sq.ft,15.42 K/sq.ft,,"North Towers At L&T Seawoods Residences
At Seawoods (E), Mumbai
After the Successful, Mega-launch of Phase-1, here is your second chance to be a part of this landmark. Don’t miss out on this rare opportunity!

Built on India’s first Transit-Oriented Development, these towers are part of the ONLY modern gated community in the smart city of Navi Mumbai. The 14-storeyed North Towers are a part of the 10-acre residential development, offering a spacious, well-planned, and completely customizable residence. With its state-of-the-art workspaces, retail havens, entertainment zone, F&B options, and si...",,,Kaustubh Patil,Housing Prime Agent,View Phone,Contact
,1.0 Cr,EMI starts at 49.65 K,,2 BHK,,,Laxmi CHS,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1000 sq.ft,10.00 K/sq.ft,,"Property for sale in Nerul, Navi Mumbai. This 2 BHK Apartment is located in Navi Mumbai's most promising location. It is on floor 2. The total number of floors in this building is 7. This Apartment's price is Rs 1.0 Cr. Homebuyers will also need to pay Rs 2000 towards maintenance. This Apartment is a spacious unit, with carpet area of 750 Square feet and is ideal for families. The built-up area is 1000 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a North facing property. This residential building in Nerul, Navi Mumbai has lift facility. This Apar...",,,Sandeep Sawant,Housing Prime Agent,View Phone,Contact
,1.4 Cr,EMI starts at 69.50 K,,2 BHK,,,Victory Saga Tower,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1000 sq.ft,14.00 K/sq.ft,,"You could buy your dream home for less than you pay in Rent. Contact Dreamz Real Estate now! With rent prices going up, now's the best time to buy! Get your own home",,,Dreamz Real Estate,Housing Prime Agent,View Phone,Contact
,1.55 Cr,EMI starts at 76.95 K,,2 BHK,,,"Nerul East Sector 19,Sector 19, Nerul,Navi Mumbai",,,Build Up Area,1160 sq.ft,13.36 K/sq.ft,,"This property is also available for rent has 38000/- per month
Deposit- 200000/-
",,,Ravi Shukla,Housing Prime Agent,View Phone,Contact
,6.5 Cr,EMI starts at 3.23 Lacs,,4 BHK,,,Sea Breeze Palm,,"Sector 16, Nerul,Navi Mumbai",Build Up Area,3800 sq.ft,17.11 K/sq.ft,,"We are the proud owners of this 4 bhk apartment available in nerul palm beach, sector-28 nerul, mumbai navi. This fully furnished apartment is a 5-10 year old, priced approximately at rs. 18750 per sq. Ft. Or rs. 6 cr. It is a resale and a ready to move in apartment. The unit is located on the 8th floor and has a super built-Up area of 3200. 0 sq. Ft. It has 4 bathroom(s) and 3 balcony(s). The ownership is freehold type. The apartment has 3 covered parking.",,,Gunjan Jain,Housing Prime Agent,View Phone,Contact
,2.5 Cr,EMI starts at 1.24 Lacs,,3 BHK,,,Neelsidhi Jai Balaji CHS,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1450 sq.ft,17.24 K/sq.ft,,"You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and more than 3 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort.


The property is vaastu compliant.


Furnishings and amenities:


This impeccable house is spread across an area of 1850 sq. Ft. And is a semi-Furnished unit. It consists of wardrobes, beds, exhaust fan, geysers, curtains, fridge, stove, chimney, microwave, sofa, washing machine and comes with basic fitting...",,,Gunjan Jain,Housing Prime Agent,View Phone,Contact
,3.5 Cr,EMI starts at 1.74 Lacs,,3 BHK,,,Maitri Harbour View,,"Sector 19A, Nerul,Navi Mumbai",Build Up Area,1750 sq.ft,20.00 K/sq.ft,,"3 bhk apartment fully furnished spacious & luxurious in an excellent society in nerul. With dry and bath area separation. Open space view from the living room and all the bed room. Good view of the sea and wonder park.. Very close to market, main road, school, bus stand. Very neat and clean society.",,,Gunjan Jain,Housing Prime Agent,View Phone,Contact
,3.5 Cr,EMI starts at 1.74 Lacs,,4 BHK,,,Neelsidhi Atlantis,,"Sector 19A, Nerul,Navi Mumbai",Build Up Area,3200 sq.ft,10.94 K/sq.ft,,"Best 4 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 4 BHK property for sale in one of Mumbai's top location, Nerul. It is situated on floor 12. The total number of floors in this Apartment is 17. The property price of this unit is Rs 3.5 Cr. Monthly maintenance costs Rs 10000. The carpet area of this unit is 2200 Square feet. The built-up area is 3200 Square feet. You can make use of the servant room in this Apartment. There are 4 bedrooms and 4 bathroom. This property enjoys a good view and is West-facing. This property in Nerul, Mumbai has lift facility as well...",,,Gunjan Jain,Housing Prime Agent,View Phone,Contact
,3.15 Cr,EMI starts at 1.56 Lacs,,3 BHK,,,Akshar Alvario,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1650 sq.ft,19.09 K/sq.ft,,"In Multistory apartment with all amenities  with classic Sea view, available Spacious 3 BHK in Nerul five MINTS WALKING DISTANCE FROM NERUL RAILWAY STATION  AND five MINTS DRIVING DISTANCE FROM PALM BEACH ROAD WALKING DISTANCE FROM SCHOOL , BANKS , ATM , HOTELS , MARKET ANY MANY MORE with very good area twenty-four hours water supply twenty-four hours electricity facility and many facilities are also available contact  for more details.

",,,Shokin Bafna,Housing Expert,View Phone,Contact
,1.85 Cr,EMI starts at 91.85 K,,2 BHK,,,Akshar Alvario,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1200 sq.ft,15.42 K/sq.ft,,"In Multistory apartment with all amenities  with classic Sea view, available Spacious 2BHK in Nerul five MINTS WALKING DISTANCE FROM NERUL RAILWAY STATION  AND five MINTS DRIVING DISTANCE FROM PALM BEACH ROAD WALKING DISTANCE FROM SCHOOL , BANKS , ATM , HOTELS , MARKET ANY MANY MORE with very good area twenty-four hours water supply twenty-four hours electricity facility and many facilities are also available contact  for more details.

",,,Shokin Bafna,Housing Expert,View Phone,Contact
,2.8 Cr,EMI starts at 1.39 Lacs,,3 BHK,,,Meridian Apartments,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1850 sq.ft,15.13 K/sq.ft,,"available specious flat for rent in seawoods near palm beach road, with all amenities available in building, flat available on higher floor, all side open ventilation, all market available in building.",,,Shivaay Real Estate,Housing Expert,View Phone,Contact
,3.0 Cr,EMI starts at 1.49 Lacs,,3 BHK,,,Neelsidhi Jai Balaji CHS,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1550 sq.ft,19.35 K/sq.ft,,"available flat for sale in nerul near palm beach road, all side open ventilation, all market available near by building, flat available on higher all side open ventilation, all amenities available in building.",,,Shivaay Real Estate,Housing Expert,View Phone,Contact
,1.65 Cr,EMI starts at 81.92 K,,2 BHK,,,Meridian Apartments,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1250 sq.ft,13.20 K/sq.ft,,"available flat for sale in national meredian all aminities available in building, flat available on higher floor, all side open ventilation, flat available on higher flat available in good condition.",,,Shivaay Real Estate,Housing Expert,View Phone,Contact
,1.65 Cr,EMI starts at 81.92 K,,2 BHK,,,Neelsidhi Jai Balaji CHS,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1100 sq.ft,15.00 K/sq.ft,,"available flat for sale in nerul palm beach road, all side open ventilation, all market available near by building ,all side open ventilation flat availalble on higher.",,,Shivaay Real Estate,Housing Expert,View Phone,Contact
,1.8 Cr,EMI starts at 89.36 K,,2 BHK,,,Meridian Apartments,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,1250 sq.ft,14.40 K/sq.ft,,"available flat for sale in national meridian apartments, all amenities available in building, flat available on higher floor. all side open ventilation, flat available on higher.",,,Shivaay Real Estate,Housing Expert,View Phone,Contact
,85.0 L,EMI starts at 42.20 K,,1 BHK,,,Ambika Apartment,,"Sector 20, Nerul,Navi Mumbai",Build Up Area,650 sq.ft,13.08 K/sq.ft,,available flat for rent in seawoods near palm beach road and near seawoods grand central mall.,,,Shivaay Real Estate,Housing Expert,View Phone,Contact
https://is1-3.housingcdn.com/01c16c28/59e49a6228b196c709859bf2b58f1168/v0/medium/3_bhk_apartment-for-sale-nerul-Navi+Mumbai-hall.jpg.webp,4.05 Cr,EMI starts at 2.01 Lacs,,3 BHK,,,Omprakash Galaxy Aura,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,2000 sq.ft,20.25 K/sq.ft,,"Available 3 bhk with servent room furnished flat for sale in Wadhwa Galaxy Aura,Off palm beach road, sector-6,Nerul West,Navi Mumbai. ",https://is1-2.housingcdn.com/fb15c03b/1bf0e8122ced8a66fde2f4ff85eff0c4/v0/thumb.jpg.webp,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
https://is1-2.housingcdn.com/01c16c28/31326b75779c5a728d73b867727b6b21/v0/medium/2_bhk_apartment-for-sale-nerul-Navi+Mumbai-hall.jpg.webp,1.7 Cr,EMI starts at 84.40 K,,2 BHK,,,Miloni Towers,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1150 sq.ft,14.78 K/sq.ft,,"2 BHK Apartment for sale in Navi Mumbai. This property is in Nerul, which is a coveted investment location. This tastefully designed 2 BHK unit is among Navi Mumbai's best properties. Contact now for more details. This property in Navi Mumbai is on floor 6. The total number of floors in this Apartment is 7. The price of the Apartment is Rs 1.7 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1150 Square feet. This is a East facing property. It has 2 bathroom and 2 bedrooms. This property has lift. This property also has power backup fa...",,,Universal Property,Housing Expert,View Phone,Contact
,5.0 Cr,EMI starts at 2.48 Lacs,,5 BHK,,,Neelsidhi Atlantis,,"Sector 19A, Nerul,Navi Mumbai",Build Up Area,3000 sq.ft,16.67 K/sq.ft,,"A 5 BHK Apartment for sale in Nerul, Mumbai. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Nerul's most desired properties. Contact now for more information. This 5 BHK unit is on floor 14. There are 17 floors in this property. The price of this Apartment is Rs 5.0 Cr. Maintenance charges come to Rs 30000. Each unit has a built-up area of 3000 Square feet. The carpet area is 2200 Square feet. There are 5 bedrooms. There is provision for 5 bathroom. This residential property is near EKKTA COACHING CLASSES, Ryan International School, and Sara-Ikon. It is also cl...",,,Gunjan Jain,Housing Prime Agent,View Phone,Contact
,1.7 Cr,EMI starts at 84.40 K,,2 BHK,,,Akshar Siddhi Heights ,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1200 sq.ft,14.17 K/sq.ft,,"One of the finest property in Nerul is now available for sale. This is a 2 BHK Apartment. Make it yours now. It is on floor 8. It is a 14 storeyed building. The price of this Apartment is Rs 1.7 Cr. Other charges when you move into this property include maintenance, which is Rs 3500. This Apartment is spacious with a built-up area of 1200 Square feet. The carpet area is 800 Square feet. It is a East-facing property with a good view. There are 2 bedrooms and 2 bathroom. Lift facility is also available. This property is equipped with cctv facility. Other facilities include Gym, Garden, Swimming ...",,,Manish Real Estate,Housing Prime Agent,View Phone,Contact
,85.0 L,EMI starts at 42.20 K,,1 BHK,,,Gokul,,"Sector 19, Nerul,Navi Mumbai",Build Up Area,675 sq.ft,12.59 K/sq.ft,,"Property for sale in Nerul, Navi Mumbai. This 1 BHK Apartment is located in Navi Mumbai's most promising location. It is on floor 5. The total number of floors in this building is 7. This Apartment's price is Rs 85.0 L. Homebuyers will also need to pay Rs 1500 towards maintenance. This Apartment is a spacious unit, with carpet area of 415 Square feet and is ideal for families. The built-up area is 675 Square feet. The property has 1 bedroom and 1 bathroom. This unit enjoys a good view and is a East facing property. This residential building in Nerul, Navi Mumbai has lift facility. Kids too hav...",,,Manish Real Estate,Housing Prime Agent,View Phone,Contact
,1.9 Cr,EMI starts at 94.33 K,,2 BHK,,,"2 BHK SALE IN NERUL,Sector 19, Nerul,Navi Mumbai",,,Build Up Area,1200 sq.ft,15.83 K/sq.ft,,2 BHK for Sale Sec 19A Nerul G+15F Building 800Sqft Carpet Asking price 1.90Cr (Negotiable) All Amenities,,,Gagan,Housing Expert,View Phone,Contact
,3.15 Cr,EMI starts at 1.56 Lacs,,3 BHK,,,"3 BHK SALE IN NERUL,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,2110 sq.ft,14.93 K/sq.ft,,"3 BHK FLAT SALE IN NERUL NAVI MUMBAI 
AREA 2110 SQ.FT.BUILT UP",,,Gagan,Housing Expert,View Phone,Contact
,1.8 Cr,EMI starts at 89.36 K,,3 BHK,,,"shanti dham sector 11 nerul navi mumbai ,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1750 sq.ft,10.29 K/sq.ft,,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Navi Mumbai's top location, Nerul. It is situated on floor 1. The total number of floors in this Apartment is 4. The property price of this unit is Rs 1.8 Cr. The built-up area is 1750 Square feet. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Apeejay School, Kidzee, and Ambition Academy. Healthcare facility is also close at hand with Apollo Hospitals, NeuroGen Brain and Spine Institute - Stem Cell Therapy...",,,Universal Property,Housing Expert,View Phone,Contact
,1.98 Cr,EMI starts at 98.30 K,,2 BHK,,,Akshar Alvario,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1210 sq.ft,16.36 K/sq.ft,,Available 2 Bhk Flat For Sale In Akshar Alvario Sector -27 Nerul East Navi Mumbai.,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,2.0 Cr,EMI starts at 99.29 K,,2 BHK,,,Akshar Siddhi Heights ,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1300 sq.ft,15.38 K/sq.ft,,Available 2 Bhk Sea Facing Flat For Sale In Akshar Siddhi Heights Sector-28 Nerul West Navi Mumbai.,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,3.11 Cr,EMI starts at 1.54 Lacs,,3 BHK,,,Akshar Alvario,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,2120 sq.ft,14.67 K/sq.ft,,Available Unfurnished 3 Bhk Spacious Flat For Sale In Akshar Alvario Sector-27 Nerul East Navi Mumbai.,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,3.75 Cr,EMI starts at 1.86 Lacs,,3 BHK,,,"Sector 20, Nerul,Navi Mumbai",,,Build Up Area,1600 sq.ft,23.44 K/sq.ft,,"Check out this 3 BHK Apartment for sale in Nerul, Mumbai. This 3 BHK Apartment is perfect for a modern-day lifestyle. Nerul is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 6. The total number of floors in this project is 6. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1600 Square feet built-up area. It is a West-facing property. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby with schools such as Kidzee, ICON CAD Acad...",,,Shiv,Housing Prime Agent,View Phone,Contact
,9.18 Cr,EMI starts at 4.56 Lacs,,4 BHK,,,"Sector 20, Nerul,Navi Mumbai",,,Build Up Area,2600 sq.ft,35.31 K/sq.ft,,"Looking for a good 4 BHK Apartment in Nerul, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 17. Total number of floors is 21. Maintenance charges of this property is Rs 0. This modern unit has a built-up area of 2600 Square feet. There are 4 bedrooms and 7 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. This property also enjoys power backup facility. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Apollo Hospitals, NeuroGen Brain and...",,,Shiv,Housing Prime Agent,View Phone,Contact
,4.25 Cr,EMI starts at 2.11 Lacs,,4 BHK ,,,"Sector 11, Nerul,Navi Mumbai",,,Build Up Area,3200 sq.ft,13.28 K/sq.ft,,"4 BHK Independent Floor for sale in Mumbai. This property is in Nerul, which is a coveted investment location. This tastefully designed 4 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 0. The total number of floors in this Independent Floor is 3. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 3200 Square feet. It has 4 bathroom and 4 bedrooms. There is regular water supply in this property. Some of the very well-known and reputed spec...",,,Shiv,Housing Prime Agent,View Phone,Contact
,1.8 Cr,EMI starts at 89.36 K,,2 BHK,,,Akshar Siddhi Heights ,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1250 sq.ft,14.40 K/sq.ft,,"Available Semi Furnished 2 Bhk Flat For Rent In Akshar Siddhi heights, 73,79,84, Brahmagiri Rd, Near Balaji Temple., Sector 28, Nerul, Navi Mumbai, Maharashtra 400706",,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,13.0 Cr,EMI starts at 6.45 Lacs,,4 BHK ,,,Ahuja Harbour Estate,,"Sector 19A, Nerul,Navi Mumbai",Build Up Area,5000 sq.ft,26.00 K/sq.ft,,"Available 5000 sq.ft independent bunglow for sale in Ahuja Harbour Estate, Sector-19a,Nerul, Navi Mumbai.",,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,1.55 Cr,EMI starts at 76.95 K,,3 BHK,,,AN Seawood Corner,,"Sector 23, Nerul,Navi Mumbai",Build Up Area,1750 sq.ft,8.86 K/sq.ft,,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Navi Mumbai's top location, Nerul. It is situated on floor 4. The total number of floors in this Apartment is 6. The property price of this unit is Rs 1.55 Cr. The built-up area is 1750 Square feet. There are 3 bedrooms and 2 bathroom. This property enjoys a good view and is East-facing. This property in Nerul, Navi Mumbai has lift facility as well. It is a safe premise with cctv facility. It is an ideal location for young families with kids, as this property is close to Star Cl...",,,Universal Property,Housing Expert,View Phone,Contact
,1.55 Cr,EMI starts at 76.95 K,,2 BHK,,,"geetanjali sector 27 nerul navi mumbai,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1150 sq.ft,13.48 K/sq.ft,,"2 BHK Apartment for sale in Nerul, Navi Mumbai - contact now, for details about the most coveted property. This 2 BHK unit is available in Nerul and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Nerul. It is on floor 9. The total number of floors is 14. The price of this Apartment is Rs 1.55 Cr. The built-up area is 1150 Square feet. There are 2 bedrooms and 2 bathroom. This building is equipped with lift. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Gym, Garden, Intercom. This property also enjoys p...",,,Universal Property,Housing Expert,View Phone,Contact
,5.0 Cr,EMI starts at 2.48 Lacs,,3 BHK,,,Ruparel GardenHousing,,"Sector 23, Nerul,Navi Mumbai",Build Up Area,2320 sq.ft,21.55 K/sq.ft,,"Available Spacious 3 bhk flat for sale in Ruparel Sea Palace,On Palm Beach Rd, Sector 36,Seawoods West Navi Mumbai, Maharashtra 400706",,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
https://is1-2.housingcdn.com/01c16c28/a596a46da14381d32b40c0efb57ce168/v0/medium/4_bhk_apartment-for-sale-nerul-Navi+Mumbai-hall.jpg.webp,5.75 Cr,EMI starts at 2.85 Lacs,,4 BHK,,,"nerul ,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,3600 sq.ft,15.97 K/sq.ft,,"Looking for a good 4 BHK Apartment in Nerul, Navi Mumbai? This property is in one of Navi Mumbai's most popular locations. The property is on floor 4. Total number of floors is 12. This modern unit has a built-up area of 3600 Square feet. There are 4 bedrooms and 4 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Gym, Garden. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Apollo Hospitals, NeuroGen Brain and Spine Institute - Stem ...",https://is1-2.housingcdn.com/fb15c03b/36e3368b722398aa498953b82db50800/v0/thumb.jpg.webp,,Shiv,Housing Prime Agent,View Phone,Contact
https://is1-3.housingcdn.com/01c16c28/bbb913df1950bb3daa1ba29a990f974b/v0/medium/2_bhk_apartment-for-sale-nerul-Navi+Mumbai-hall.jpg.webp,1.9 Cr,EMI starts at 94.33 K,,2 BHK,,,"2 BHK SALE IN NERUL,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1200 sq.ft,15.83 K/sq.ft,,2 BHK for Sale Sec 19 A Nerul G+15F Building 800Sqft Carpet Asking price 1.90Cr (Negotiable) All Amenities,,,Gagan Arya,Housing Expert,View Phone,Contact
,3.25 Cr,EMI starts at 1.61 Lacs,,3 BHK,,,"3 bhk SALE IN NERUL,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,2110 sq.ft,15.40 K/sq.ft,, Seawoods 3 BHK 2110 Built Up G+14 1340 Carpet 3.25 Cr All Amenities 2 Covered Parking  sec 27,,,Gagan Arya,Housing Expert,View Phone,Contact
,2.15 Cr,EMI starts at 1.07 Lacs,,3 BHK,,,Moreshwar 19 East,,"Sector 19, Nerul,Navi Mumbai",Build Up Area,1485 sq.ft,14.48 K/sq.ft,,Available 3 Bhk Flat Flat For Sale In Moreshwar Sector -19 East Navi Mumbai,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,2.8 Cr,EMI starts at 1.39 Lacs,,3 BHK,,,Moreshwar 19 East,,"Sector 19, Nerul,Navi Mumbai",Build Up Area,1885 sq.ft,14.85 K/sq.ft,,Available 3 Bhk With Servent Room  Flat For Sale In Moreshwar Sector -19 East Navi Mumbai,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,4.2 Cr,EMI starts at 2.09 Lacs,,3 BHK,,,Omprakash Galaxy Aura,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,2000 sq.ft,21.00 K/sq.ft,,"Available 3 Bhk With Servent Room For Sale In Galaxy Aura, Plot no-29, Palm Beach Rd, Sector 6, Nerul, Navi Mumbai, Maharashtra 400706",,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,4.5 Cr,EMI starts at 2.23 Lacs,,3 BHK,,,Omprakash Galaxy Aura,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,2000 sq.ft,22.50 K/sq.ft,,"Available 3 Bhk With Servent Room For Sale In Galaxy Aura, Plot no-29, Palm Beach Rd, Sector 6, Nerul, Navi Mumbai, Maharashtra 400706",,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,3.21 Cr,EMI starts at 1.59 Lacs,,3 BHK,,,Akshar Alvario,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,2120 sq.ft,15.14 K/sq.ft,,Available 3 Bhk Unfurnished Flat For Sale in Akshar Alvario Sector -27 Nerul East Navi Mumbai.,,,Sachin B.Patel,Housing Prime Agent,View Phone,Contact
,1.05 Cr,EMI starts at 52.13 K,,2 BHK,,, Dharam Bhakti,,"Sector 21, Nerul,Navi Mumbai",Build Up Area,1200 sq.ft,8.75 K/sq.ft,,"2 BHK Apartment for sale in Nerul, Navi Mumbai - contact now, for details about the most coveted property. This 2 BHK unit is available in Nerul and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Nerul. It is on floor 2. The total number of floors is 3. The price of this Apartment is Rs 1.05 Cr. It is a good, spacious Apartment unit with carpet area of 850 Square feet. The built-up area is 1200 Square feet. There are 2 bedrooms and 2 bathroom. The property is East-facing. It is a thoroughly secure premise with cctv facility. This property is at a wa...",,,Universal Property,,View Phone,Contact
,3.0 Cr,EMI starts at 1.49 Lacs,,3 BHK,,,"Sector 19, Nerul,Navi Mumbai",,,Build Up Area,1755 sq.ft,17.09 K/sq.ft,,"Looking for a 3 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Nerul. It is on floor 8 out of 15 floors. This Apartment is available at a reasonable price of Rs 2.85 Cr. Maintenance charges in this property is Rs 4000. The built up area of this property is 1755 Square feet. It is spacious for a family and this property has a carpet area of 1350 Square feet. This property is North-East facing. There are 3 bedrooms and 3 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities in...",,,Gagan Arya,Housing Expert,View Phone,Contact
,1.5 Cr,EMI starts at 74.47 K,,2 BHK,,,"Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1003 sq.ft,14.96 K/sq.ft,,"A 2 BHK Apartment for sale in Nerul, Mumbai. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Nerul's most desired properties. Contact now for more information. This 2 BHK unit is on floor 7. There are 7 floors in this property. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1003 Square feet. The carpet area is 667 Square feet. This North-East-facing property has an excellent view. There are 2 bedrooms. There is provision for 2 bathroom. The Apartment in Nerul, Mumbai has lift facility. It is a thoroughly secure premise with cctv facility. ...",,,Gagan Arya,Housing Expert,View Phone,Contact
